"year_season","date","gridID","start_time","time_segment","common_name","number","distance","HSF","remarks","scientific_name","dataType"
"2024 Winter","2024-Dec-19","H04","7:50","1","Nilgiri Flowerpecker",1,20,"H","diff","Dicaeum concolor","point_count"
"2024 Winter","2024-Dec-19","H04","7:52","1","Large-billed Leaf Warbler",1,5,"H","diff","Phylloscopus magnirostris","point_count"
"2024 Winter","2024-Dec-19","H04","7:55","2","Asian Fairy-bluebird",1,30,"H","","Irena puella","point_count"
"2024 Winter","2024-Dec-19","H04","7:56","2","Southern Hill Myna",1,30,"H","","Gracula indica","point_count"
"2024 Winter","2024-Dec-19","H04","7:58","2","Small Minivet",4,5,"H","","Pericrocotus cinnamomeus","point_count"
"2024 Winter","2024-Dec-19","G04","8:04","1","Asian Fairy-bluebird",2,20,"H","","Irena puella","point_count"
"2024 Winter","2024-Dec-19","G04","8:04","1","Crimson-backed Sunbird",1,10,"S","On Elaeocarpus tuberculatus flowers","Leptocoma minima","point_count"
"2024 Winter","2024-Dec-19","G04","8:04","1","Crimson-backed Sunbird",1,15,"S","diff","Leptocoma minima","point_count"
"2024 Winter","2024-Dec-19","G04","8:04","1","Southern Hill Myna",3,50,"H","","Gracula indica","point_count"
"2024 Winter","2024-Dec-19","G04","8:07","1","Velvet-fronted Nuthatch",1,20,"H","","Sitta frontalis","point_count"
"2024 Winter","2024-Dec-19","G04","8:07","1","Vernal Hanging-Parrot",1,0,"F","OC","Loriculus vernalis","point_count"
"2024 Winter","2024-Dec-19","G04","8:07","1","Southern Hill Myna",1,30,"H","diff","Gracula indica","point_count"
"2024 Winter","2024-Dec-19","G04","8:09","1","Malabar Woodshrike",1,10,"H","","Tephrodornis sylvicola","point_count"
"2024 Winter","2024-Dec-19","G04","8:13","2","Indian White-eye",1,10,"H","","Zosterops palpebrosus","point_count"
"2024 Winter","2024-Dec-19","G04","8:13","2","Yellow-browed Bulbul",2,20,"H","","Iole indica","point_count"
"2024 Winter","2024-Dec-19","F04","8:24","1","Asian Fairy-bluebird",2,20,"H","","Irena puella","point_count"
"2024 Winter","2024-Dec-19","F04","8:24","1","Southern Hill Myna",3,15,"H","","Gracula indica","point_count"
"2024 Winter","2024-Dec-19","F04","8:24","1","Crimson-backed Sunbird",1,10,"H","","Leptocoma minima","point_count"
"2024 Winter","2024-Dec-19","F04","8:24","1","Indian Yellow Tit",1,15,"H","","Machlolophus aplonotus","point_count"
"2024 Winter","2024-Dec-19","F04","8:24","1","Vernal Hanging-Parrot",1,5,"H","","Loriculus vernalis","point_count"
"2024 Winter","2024-Dec-19","F04","8:24","1","Malabar Flameback",2,15,"H","","Chrysocolaptes socialis","point_count"
"2024 Winter","2024-Dec-19","F04","8:25","1","Brown-cheeked Fulvetta",1,20,"H","","Alcippe poioicephala","point_count"
"2024 Winter","2024-Dec-19","F04","8:25","1","Vernal Hanging-Parrot",1,20,"H","","Loriculus vernalis","point_count"
"2024 Winter","2024-Dec-19","F04","8:26","1","White-cheeked Barbet",1,20,"H","","Psilopogon viridis","point_count"
"2024 Winter","2024-Dec-19","F04","8:26","1","Southern Hill Myna",2,20,"S","Bombax ceiba","Gracula indica","point_count"
"2024 Winter","2024-Dec-19","F04","8:26","1","Orange Minivet",4,30,"H","","Pericrocotus flammeus","point_count"
"2024 Winter","2024-Dec-19","F04","8:27","1","Velvet-fronted Nuthatch",1,30,"H","","Sitta frontalis","point_count"
"2024 Winter","2024-Dec-19","F04","8:28","1","Red-whiskered Bulbul",1,30,"H","","Pycnonotus jocosus","point_count"
"2024 Winter","2024-Dec-19","F04","8:28","1","Brown-capped Pygmy Woodpecker",1,20,"H","","Yungipicus nanus","point_count"
"2024 Winter","2024-Dec-19","F04","8:28","1","Malabar Whistling-Thrush",1,30,"H","","Myophonus horsfieldii","point_count"
"2024 Winter","2024-Dec-19","F04","8:30","2","Large-billed Leaf Warbler",1,15,"H","","Phylloscopus magnirostris","point_count"
"2024 Winter","2024-Dec-19","F04","8:32","2","Nilgiri Flowerpecker",1,0,"H","","Dicaeum concolor","point_count"
"2024 Winter","2024-Dec-19","F04","8:32","2","White-cheeked Barbet",2,15,"H","diff","Psilopogon viridis","point_count"
"2024 Winter","2024-Dec-19","F04","8:32","2","Vernal Hanging-Parrot",1,30,"H","","Loriculus vernalis","point_count"
"2024 Winter","2024-Dec-19","E04","8:42","1","Red-whiskered Bulbul",2,30,"H","tea","Pycnonotus jocosus","point_count"
"2024 Winter","2024-Dec-19","E04","8:42","1","Vernal Hanging-Parrot",1,15,"H","","Loriculus vernalis","point_count"
"2024 Winter","2024-Dec-19","E04","8:43","1","Crimson-backed Sunbird",2,20,"H","","Leptocoma minima","point_count"
"2024 Winter","2024-Dec-19","E04","8:44","1","Malabar Whistling-Thrush",1,20,"H","","Myophonus horsfieldii","point_count"
"2024 Winter","2024-Dec-19","E04","8:44","1","Nilgiri Flowerpecker",1,10,"H","","Dicaeum concolor","point_count"
"2024 Winter","2024-Dec-19","E04","8:45","1","White-cheeked Barbet",1,30,"H","","Psilopogon viridis","point_count"
"2024 Winter","2024-Dec-19","E04","8:48","2","Golden-fronted Leafbird",1,20,"H","","Chloropsis aurifrons","point_count"
"2024 Winter","2024-Dec-19","E04","8:48","2","Southern Hill Myna",1,20,"H","","Gracula indica","point_count"
"2024 Winter","2024-Dec-19","E04","8:48","2","Small Minivet",1,5,"H","","Pericrocotus cinnamomeus","point_count"
"2024 Winter","2024-Dec-19","E04","8:48","2","Vernal Hanging-Parrot",1,10,"F","UC","Loriculus vernalis","point_count"
"2024 Winter","2024-Dec-19","E04","8:48","2","Yellow-browed Bulbul",2,20,"H","","Iole indica","point_count"
"2024 Winter","2024-Dec-19","E04","8:48","2","Vernal Hanging-Parrot",1,20,"F","OC","Loriculus vernalis","point_count"
"2024 Summer","2024-Apr-23","M17",NA,NA,"Brown-cheeked Fulvetta",22,NA,NA,NA,"Alcippe poioicephala","acoustic_data"
"2024 Summer","2024-Apr-23","N12",NA,NA,"Brown-cheeked Fulvetta",15,NA,NA,NA,"Alcippe poioicephala","acoustic_data"
"2024 Winter","2024-Dec-16","H13",NA,NA,"Brown-cheeked Fulvetta",7,NA,NA,NA,"Alcippe poioicephala","acoustic_data"
"2024 Winter","2024-Dec-16","L12",NA,NA,"Brown-cheeked Fulvetta",6,NA,NA,NA,"Alcippe poioicephala","acoustic_data"
"2024 Winter","2024-Dec-16","M11",NA,NA,"Brown-cheeked Fulvetta",5,NA,NA,NA,"Alcippe poioicephala","acoustic_data"
"2024 Winter","2024-Dec-16","M12",NA,NA,"Brown-cheeked Fulvetta",11,NA,NA,NA,"Alcippe poioicephala","acoustic_data"
"2024 Winter","2024-Dec-16","M13",NA,NA,"Brown-cheeked Fulvetta",1,NA,NA,NA,"Alcippe poioicephala","acoustic_data"
"2024 Winter","2024-Dec-18","P08",NA,NA,"Brown-cheeked Fulvetta",4,NA,NA,NA,"Alcippe poioicephala","acoustic_data"
"2024 Winter","2024-Dec-19","F04",NA,NA,"Brown-cheeked Fulvetta",9,NA,NA,NA,"Alcippe poioicephala","acoustic_data"
"2024 Winter","2024-Dec-19","G03",NA,NA,"Brown-cheeked Fulvetta",2,NA,NA,NA,"Alcippe poioicephala","acoustic_data"
"2024 Summer","2024-Apr-25","B01",NA,NA,"Little Spiderhunter",1,NA,NA,NA,"Arachnothera longirostra","acoustic_data"
"2024 Winter","2024-Dec-16","L14",NA,NA,"Little Spiderhunter",7,NA,NA,NA,"Arachnothera longirostra","acoustic_data"
"2024 Winter","2024-Dec-17","M15",NA,NA,"Little Spiderhunter",3,NA,NA,NA,"Arachnothera longirostra","acoustic_data"
"2024 Summer","2024-Apr-24","J15",NA,NA,"Great Hornbill",70,NA,NA,NA,"Buceros bicornis","acoustic_data"
"2024 Summer","2024-Apr-24","J16",NA,NA,"Great Hornbill",25,NA,NA,NA,"Buceros bicornis","acoustic_data"
"2024 Summer","2024-Apr-24","J17",NA,NA,"Great Hornbill",2,NA,NA,NA,"Buceros bicornis","acoustic_data"
"2024 Winter","2024-Dec-16","J10",NA,NA,"Golden-fronted Leafbird",1,NA,NA,NA,"Chloropsis aurifrons","acoustic_data"
"2024 Summer","2024-Apr-22","J11",NA,NA,"Malabar Flameback",5,NA,NA,NA,"Chrysocolaptes socialis","acoustic_data"
"2024 Summer","2024-Apr-22","K11",NA,NA,"Malabar Flameback",2,NA,NA,NA,"Chrysocolaptes socialis","acoustic_data"
"2024 Summer","2024-Apr-23","L17",NA,NA,"Malabar Flameback",1,NA,NA,NA,"Chrysocolaptes socialis","acoustic_data"
"2024 Summer","2024-Apr-23","M15",NA,NA,"Malabar Flameback",2,NA,NA,NA,"Chrysocolaptes socialis","acoustic_data"
"2024 Summer","2024-Apr-23","N13",NA,NA,"Malabar Flameback",2,NA,NA,NA,"Chrysocolaptes socialis","acoustic_data"
"2024 Summer","2024-Apr-23","N14",NA,NA,"Malabar Flameback",8,NA,NA,NA,"Chrysocolaptes socialis","acoustic_data"
"2024 Winter","2024-Dec-16","J11",NA,NA,"Malabar Flameback",2,NA,NA,NA,"Chrysocolaptes socialis","acoustic_data"
"2024 Winter","2024-Dec-16","K09",NA,NA,"Malabar Flameback",1,NA,NA,NA,"Chrysocolaptes socialis","acoustic_data"
"2024 Winter","2024-Dec-17","L15",NA,NA,"Malabar Flameback",3,NA,NA,NA,"Chrysocolaptes socialis","acoustic_data"
"2024 Winter","2024-Dec-18","K06",NA,NA,"Malabar Flameback",1,NA,NA,NA,"Chrysocolaptes socialis","acoustic_data"
"2024 Winter","2024-Dec-19","E02",NA,NA,"Malabar Flameback",3,NA,NA,NA,"Chrysocolaptes socialis","acoustic_data"
"2024 Winter","2024-Dec-19","E03",NA,NA,"Malabar Flameback",41,NA,NA,NA,"Chrysocolaptes socialis","acoustic_data"
"2024 Winter","2024-Dec-19","F03",NA,NA,"Malabar Flameback",10,NA,NA,NA,"Chrysocolaptes socialis","acoustic_data"
"2024 Winter","2024-Dec-19","F04",NA,NA,"Malabar Flameback",1,NA,NA,NA,"Chrysocolaptes socialis","acoustic_data"
"2024 Winter","2024-Dec-16","L14",NA,NA,"Purple Sunbird",2,NA,NA,NA,"Cinnyris asiaticus","acoustic_data"
"2024 Summer","2024-Apr-23","D15",NA,NA,"Oriental Magpie-Robin",2,NA,NA,NA,"Copsychus saularis","acoustic_data"
"2024 Summer","2024-Apr-23","E15",NA,NA,"Large-billed Crow",9,NA,NA,NA,"Corvus macrorhynchos","acoustic_data"
"2024 Summer","2024-Apr-23","F15",NA,NA,"Large-billed Crow",1,NA,NA,NA,"Corvus macrorhynchos","acoustic_data"
"2024 Summer","2024-Apr-23","G14",NA,NA,"Large-billed Crow",7,NA,NA,NA,"Corvus macrorhynchos","acoustic_data"
"2024 Winter","2024-Dec-17","F15",NA,NA,"Large-billed Crow",27,NA,NA,NA,"Corvus macrorhynchos","acoustic_data"
"2024 Winter","2024-Dec-17","F16",NA,NA,"Large-billed Crow",1,NA,NA,NA,"Corvus macrorhynchos","acoustic_data"
"2024 Winter","2024-Dec-17","G15",NA,NA,"Large-billed Crow",9,NA,NA,NA,"Corvus macrorhynchos","acoustic_data"
"2024 Winter","2024-Dec-17","G16",NA,NA,"Large-billed Crow",2,NA,NA,NA,"Corvus macrorhynchos","acoustic_data"
"2024 Summer","2024-Apr-23","N11",NA,NA,"White-bellied Blue Flycatcher",6,NA,NA,NA,"Cyornis pallidipes","acoustic_data"
"2024 Summer","2024-Apr-22","I09",NA,NA,"White-bellied Treepie",9,NA,NA,NA,"Dendrocitta leucogastra","acoustic_data"
"2024 Summer","2024-Apr-24","K07",NA,NA,"White-bellied Treepie",11,NA,NA,NA,"Dendrocitta leucogastra","acoustic_data"
"2024 Summer","2024-Apr-25","E02",NA,NA,"White-bellied Treepie",1,NA,NA,NA,"Dendrocitta leucogastra","acoustic_data"
"2024 Summer","2024-Apr-25","H04",NA,NA,"White-bellied Treepie",2,NA,NA,NA,"Dendrocitta leucogastra","acoustic_data"
"2024 Summer","2024-Apr-25","I05",NA,NA,"White-bellied Treepie",9,NA,NA,NA,"Dendrocitta leucogastra","acoustic_data"
"2024 Summer","2024-Apr-25","J05",NA,NA,"White-bellied Treepie",2,NA,NA,NA,"Dendrocitta leucogastra","acoustic_data"
"2024 Summer","2024-Apr-25","K04",NA,NA,"White-bellied Treepie",6,NA,NA,NA,"Dendrocitta leucogastra","acoustic_data"
"2024 Summer","2024-Apr-25","L04",NA,NA,"White-bellied Treepie",2,NA,NA,NA,"Dendrocitta leucogastra","acoustic_data"
"2024 Summer","2024-Apr-23","H17",NA,NA,"Nilgiri Flowerpecker",1,NA,NA,NA,"Dicaeum concolor","acoustic_data"
"2024 Summer","2024-Apr-23","K17",NA,NA,"Nilgiri Flowerpecker",1,NA,NA,NA,"Dicaeum concolor","acoustic_data"
"2024 Summer","2024-Apr-23","L16",NA,NA,"Nilgiri Flowerpecker",15,NA,NA,NA,"Dicaeum concolor","acoustic_data"
"2024 Summer","2024-Apr-23","M17",NA,NA,"Nilgiri Flowerpecker",1,NA,NA,NA,"Dicaeum concolor","acoustic_data"
"2024 Summer","2024-Apr-24","J17",NA,NA,"Nilgiri Flowerpecker",6,NA,NA,NA,"Dicaeum concolor","acoustic_data"
"2024 Summer","2024-Apr-24","L08",NA,NA,"Nilgiri Flowerpecker",9,NA,NA,NA,"Dicaeum concolor","acoustic_data"
"2024 Winter","2024-Dec-16","I08",NA,NA,"Nilgiri Flowerpecker",2,NA,NA,NA,"Dicaeum concolor","acoustic_data"
"2024 Winter","2024-Dec-16","J10",NA,NA,"Nilgiri Flowerpecker",11,NA,NA,NA,"Dicaeum concolor","acoustic_data"
"2024 Winter","2024-Dec-16","J11",NA,NA,"Nilgiri Flowerpecker",18,NA,NA,NA,"Dicaeum concolor","acoustic_data"
"2024 Winter","2024-Dec-16","L13",NA,NA,"Nilgiri Flowerpecker",1,NA,NA,NA,"Dicaeum concolor","acoustic_data"
"2024 Winter","2024-Dec-16","L14",NA,NA,"Nilgiri Flowerpecker",3,NA,NA,NA,"Dicaeum concolor","acoustic_data"
"2024 Winter","2024-Dec-17","D15",NA,NA,"Nilgiri Flowerpecker",12,NA,NA,NA,"Dicaeum concolor","acoustic_data"
"2024 Winter","2024-Dec-17","E14",NA,NA,"Nilgiri Flowerpecker",1,NA,NA,NA,"Dicaeum concolor","acoustic_data"
"2024 Winter","2024-Dec-17","F15",NA,NA,"Nilgiri Flowerpecker",1,NA,NA,NA,"Dicaeum concolor","acoustic_data"
"2024 Winter","2024-Dec-17","F16",NA,NA,"Nilgiri Flowerpecker",8,NA,NA,NA,"Dicaeum concolor","acoustic_data"
"2024 Winter","2024-Dec-17","G16",NA,NA,"Nilgiri Flowerpecker",1,NA,NA,NA,"Dicaeum concolor","acoustic_data"
"2024 Winter","2024-Dec-17","H16",NA,NA,"Nilgiri Flowerpecker",2,NA,NA,NA,"Dicaeum concolor","acoustic_data"
"2024 Winter","2024-Dec-17","H17",NA,NA,"Nilgiri Flowerpecker",12,NA,NA,NA,"Dicaeum concolor","acoustic_data"
"2024 Winter","2024-Dec-17","I17",NA,NA,"Nilgiri Flowerpecker",3,NA,NA,NA,"Dicaeum concolor","acoustic_data"
"2024 Winter","2024-Dec-17","J17",NA,NA,"Nilgiri Flowerpecker",34,NA,NA,NA,"Dicaeum concolor","acoustic_data"
"2024 Winter","2024-Dec-17","L16",NA,NA,"Nilgiri Flowerpecker",5,NA,NA,NA,"Dicaeum concolor","acoustic_data"
"2024 Winter","2024-Dec-17","N13",NA,NA,"Nilgiri Flowerpecker",1,NA,NA,NA,"Dicaeum concolor","acoustic_data"
"2024 Winter","2024-Dec-18","J04",NA,NA,"Nilgiri Flowerpecker",10,NA,NA,NA,"Dicaeum concolor","acoustic_data"
"2024 Winter","2024-Dec-18","J07",NA,NA,"Nilgiri Flowerpecker",1,NA,NA,NA,"Dicaeum concolor","acoustic_data"
"2024 Winter","2024-Dec-18","L05",NA,NA,"Nilgiri Flowerpecker",1,NA,NA,NA,"Dicaeum concolor","acoustic_data"
"2024 Winter","2024-Dec-18","N11",NA,NA,"Nilgiri Flowerpecker",1,NA,NA,NA,"Dicaeum concolor","acoustic_data"
"2024 Winter","2024-Dec-19","F03",NA,NA,"Nilgiri Flowerpecker",3,NA,NA,NA,"Dicaeum concolor","acoustic_data"
"2024 Winter","2024-Dec-19","H03",NA,NA,"Nilgiri Flowerpecker",1,NA,NA,NA,"Dicaeum concolor","acoustic_data"
"2024 Summer","2024-Apr-22","H11",NA,NA,"Greater Racket-tailed Drongo",7,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Summer","2024-Apr-22","H13",NA,NA,"Greater Racket-tailed Drongo",1,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Summer","2024-Apr-22","J10",NA,NA,"Greater Racket-tailed Drongo",6,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Summer","2024-Apr-22","K10",NA,NA,"Greater Racket-tailed Drongo",22,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Summer","2024-Apr-22","L09",NA,NA,"Greater Racket-tailed Drongo",1,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Summer","2024-Apr-22","L10",NA,NA,"Greater Racket-tailed Drongo",9,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Summer","2024-Apr-22","L11",NA,NA,"Greater Racket-tailed Drongo",5,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Summer","2024-Apr-22","M11",NA,NA,"Greater Racket-tailed Drongo",1,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Summer","2024-Apr-23","M15",NA,NA,"Greater Racket-tailed Drongo",1,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Summer","2024-Apr-23","M16",NA,NA,"Greater Racket-tailed Drongo",1,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Summer","2024-Apr-23","M17",NA,NA,"Greater Racket-tailed Drongo",38,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Summer","2024-Apr-23","N14",NA,NA,"Greater Racket-tailed Drongo",15,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Summer","2024-Apr-23","N15",NA,NA,"Greater Racket-tailed Drongo",5,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Summer","2024-Apr-24","I06",NA,NA,"Greater Racket-tailed Drongo",3,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Summer","2024-Apr-24","I16",NA,NA,"Greater Racket-tailed Drongo",1,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Summer","2024-Apr-24","J06",NA,NA,"Greater Racket-tailed Drongo",14,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Summer","2024-Apr-24","J08",NA,NA,"Greater Racket-tailed Drongo",1,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Summer","2024-Apr-24","J15",NA,NA,"Greater Racket-tailed Drongo",2,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Summer","2024-Apr-24","J16",NA,NA,"Greater Racket-tailed Drongo",15,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Summer","2024-Apr-24","J17",NA,NA,"Greater Racket-tailed Drongo",1,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Summer","2024-Apr-24","K08",NA,NA,"Greater Racket-tailed Drongo",1,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Summer","2024-Apr-24","L06",NA,NA,"Greater Racket-tailed Drongo",25,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Summer","2024-Apr-24","M07",NA,NA,"Greater Racket-tailed Drongo",7,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Summer","2024-Apr-24","M08",NA,NA,"Greater Racket-tailed Drongo",1,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Summer","2024-Apr-25","B02",NA,NA,"Greater Racket-tailed Drongo",3,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Summer","2024-Apr-25","H03",NA,NA,"Greater Racket-tailed Drongo",2,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Summer","2024-Apr-25","H04",NA,NA,"Greater Racket-tailed Drongo",1,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Summer","2024-Apr-25","I05",NA,NA,"Greater Racket-tailed Drongo",34,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Summer","2024-Apr-25","J05",NA,NA,"Greater Racket-tailed Drongo",3,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Winter","2024-Dec-16","L11",NA,NA,"Greater Racket-tailed Drongo",9,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Winter","2024-Dec-16","L12",NA,NA,"Greater Racket-tailed Drongo",1,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Winter","2024-Dec-17","G15",NA,NA,"Greater Racket-tailed Drongo",26,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Winter","2024-Dec-17","M15",NA,NA,"Greater Racket-tailed Drongo",27,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Winter","2024-Dec-17","M17",NA,NA,"Greater Racket-tailed Drongo",29,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Winter","2024-Dec-18","N10",NA,NA,"Greater Racket-tailed Drongo",9,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Winter","2024-Dec-18","O08",NA,NA,"Greater Racket-tailed Drongo",7,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Winter","2024-Dec-19","I05",NA,NA,"Greater Racket-tailed Drongo",38,NA,NA,NA,"Dicrurus paradiseus","acoustic_data"
"2024 Summer","2024-Apr-22","G13",NA,NA,"Southern Hill Myna",15,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-22","H11",NA,NA,"Southern Hill Myna",13,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-22","J10",NA,NA,"Southern Hill Myna",2,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-22","J12",NA,NA,"Southern Hill Myna",2,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-22","K11",NA,NA,"Southern Hill Myna",5,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-22","L11",NA,NA,"Southern Hill Myna",1,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-22","M12",NA,NA,"Southern Hill Myna",5,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-23","D15",NA,NA,"Southern Hill Myna",1,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-23","G14",NA,NA,"Southern Hill Myna",14,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-23","G15",NA,NA,"Southern Hill Myna",7,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-23","H17",NA,NA,"Southern Hill Myna",1,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-23","L14",NA,NA,"Southern Hill Myna",1,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-23","L16",NA,NA,"Southern Hill Myna",1,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-23","M14",NA,NA,"Southern Hill Myna",1,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-23","M17",NA,NA,"Southern Hill Myna",1,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-23","N10",NA,NA,"Southern Hill Myna",21,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-23","N11",NA,NA,"Southern Hill Myna",4,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-23","N12",NA,NA,"Southern Hill Myna",2,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-23","N13",NA,NA,"Southern Hill Myna",3,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-23","N15",NA,NA,"Southern Hill Myna",14,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-23","N16",NA,NA,"Southern Hill Myna",6,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-24","H14",NA,NA,"Southern Hill Myna",23,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-24","H15",NA,NA,"Southern Hill Myna",11,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-24","I14",NA,NA,"Southern Hill Myna",6,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-24","I16",NA,NA,"Southern Hill Myna",1,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-24","I17",NA,NA,"Southern Hill Myna",4,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-24","J06",NA,NA,"Southern Hill Myna",2,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-24","J07",NA,NA,"Southern Hill Myna",2,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-24","J08",NA,NA,"Southern Hill Myna",2,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-24","J17",NA,NA,"Southern Hill Myna",1,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-24","K06",NA,NA,"Southern Hill Myna",13,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-24","L06",NA,NA,"Southern Hill Myna",4,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-25","A01",NA,NA,"Southern Hill Myna",1,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-25","C02",NA,NA,"Southern Hill Myna",3,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-25","E04",NA,NA,"Southern Hill Myna",2,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-25","I03",NA,NA,"Southern Hill Myna",2,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-25","J04",NA,NA,"Southern Hill Myna",2,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-25","J05",NA,NA,"Southern Hill Myna",2,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-25","K04",NA,NA,"Southern Hill Myna",28,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-25","K05",NA,NA,"Southern Hill Myna",8,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Summer","2024-Apr-25","L04",NA,NA,"Southern Hill Myna",1,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Winter","2024-Dec-16","G12",NA,NA,"Southern Hill Myna",57,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Winter","2024-Dec-16","G13",NA,NA,"Southern Hill Myna",31,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Winter","2024-Dec-16","H08",NA,NA,"Southern Hill Myna",3,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Winter","2024-Dec-16","H10",NA,NA,"Southern Hill Myna",2,NA,NA,NA,"Gracula indica","acoustic_data"
"2024 Winter","2024-Dec-16","H11",NA,NA,"Southern Hill Myna",7,NA,NA,NA,"Gracula indica","acoustic_data"
